ФКТ;Заочное;ПМС;Программируемые мобильные системы;;2-й курс;583871;Физика##Экзамен,ДМ##Экзамен,ММвП (пикс)##Экзамен,ОИКСиС##Зачет,ВвКСиС##Зачет,ТВ и МС##Экзамен,ОЗИ##Зачет,ЭП##Экзамен;ЭиЭКУиС##Экзамен,ВАвП##Экзамен,ОБиПвИТ##Экзамен,ОИКСиС#Курсовой проект#Экзамен,ТП##Зачет,ЯП (пикс)##Зачет,Осн.РЭ##Экзамен;
ФКТ;Заочное;ЭЭБ;Экономика электронного бизнеса;;2-й курс;583971;Маркетинг##Экзамен,ПСП##Экзамен,ЭЭБ#Курсовой проект#Экзамен,Финансы ##Экзамен,ТВ и МС##Экзамен,ОЗИ##Зачет;Менеджмент##Зачет,ПИС##Зачет,ДК ##Экзамен,ООПиЛвЭБ#Курсовой проект#Экзамен,УП##Экзамен,ИП##Зачет,БД (эи)##Экзамен;
ФКТ;Заочное;ИПОИТ;Инженерно-психологическое обеспечение информационных технологий;;3-й курс;480971;ОСБД#Курсовой проект#Экзамен,КрТ##Зачет,ЭВТ##Зачет,УИП (ипиэ)##Экзамен,ИИП##Экзамен,ОБиПвИТ##Экзамен,ИИС##Экзамен;КогнТ##Экзамен,УИП (ипиэ)#Курсовой проект#Экзамен,ИИП#Курсовая работа#Экзамен,ТВР##Экзамен,ЭМП##Экзамен,ТОПО##Зачет,Техн. практика, рук-во##Экзамен,Отв. за техн. практику##;
ФКТ;Заочное;ПОИТ;Программное обеспечение информационных технологий;;3-й курс;481071,481072,481073;МиАПР##Зачет,ВТ (поит)##Экзамен,МО##Зачет,СПП#Курсовой проект#Экзамен,СТиАОС##Зачет,ОБиПвИТ##Экзамен,АКГ##Экзамен,ЦОС##Экзамен;ТВОП##Экзамен,САиММ##Экзамен,РПОМП##Экзамен,ПиРИС##Зачет,Техн. практика, рук-во##Экзамен,Отв. за техн. практику##,ПОЦП##Зачет,ПОВС##Экзамен;
ФКТ;Заочное;ЭЭБ;Экономика электронного бизнеса;;3-й курс;483971;Бел.яз. (культура речи)##Зачет,Менеджмент##Экзамен,РСОИ##Экзамен,КТБ##Зачет,ЭБ##Экзамен,ЭиЭММиМ##Экзамен,ПИС##Экзамен,ДК ##Зачет;ММЭИ##Экзамен,РСОИ#Курсовой проект#Экзамен,ЭБ#Курсовая работа#Экзамен,ЭПраво##Экзамен,БУ##Экзамен,КИС##Зачет,ЭБП##Зачет,Техн. практика, рук-во##Экзамен,Отв. за техн. практику##,ИП##Зачет;
ФКТ;Заочное;ПЭ;Промышленная электроника;;3-й курс;481971;ТАУ##Экзамен,ПТехника (тоэ)##Зачет,РиПП##Зачет,СЦУ#Курсовая работа#Экзамен,МТ (тоэ)#Курсовой проект#Экзамен,ТПИ##Зачет,МЭУ##Экзамен,ВМиС##Зачет,УиЭАТ##Экзамен;ТЭДиРА##Экзамен,ПТехника (тоэ)#Курсовая работа#Экзамен,КРЭС##Зачет,РиПП##Экзамен,НИПЭ##Зачет,СОИвАТ##Экзамен,АОЭ##Зачет,ПЭУС (этт)##Экзамен,Техн. практика, рук-во##Экзамен,Отв. за техн. практику##,УиЭАТ##Зачет;
ФКТ;Заочное;ИТиУТС;Информационные технологии и управление в технических системах;;3-й курс;482471,482472;ТАУ#Курсовая работа#Экзамен,ТРПОСУ##Экзамен,УСПЭЭдляПЭвСУ##Зачет,МвСУ##Экзамен,ТМ##Зачет,ЭиУ СУ##Экзамен,КТПСАУ##Зачет;ЛСА##Экзамен,МвПСС##Экзамен,СТП##Экзамен,ТиОАПК##Зачет,Техн. практика, рук-во##Экзамен,Отв. за техн. практику##,ИиДОиСУ##Зачет,МвСУ##Экзамен,ИОСУ##Зачет,ТМ#Курсовой проект#Экзамен;
ФКТ;Заочное;ЭСБ;Электронные системы безопасности;;3-й курс;483371;КСвЭСБ##Экзамен,ИЭСБ##Экзамен,АвЭСБ##Экзамен,МиТСОБ##Зачет,ТТвЭСБ##Зачет,Осн.РЭ##Зачет,ТОП ЭСБ#Курсовой проект#Экзамен,ДЭСБ##Экзамен;НТС##Зачет,КСвЭСБ##Зачет,ИЭСБ#Курсовой проект#Экзамен,ПиППКУЭСБ##Зачет,ПЭСБ (с модулем)#Курсовая работа#Экзамен,МиТСОБ##Экзамен,КиПАЧСБ##Экзамен,ОБФЭСБ##Зачет,ЭиЭЭСБ##Зачет,Техн. практика, рук-во##Экзамен,Отв. за техн. практику##;
ФКТ;Заочное;ПМС;Программируемые мобильные системы;;3-й курс;483871;СиБД#Курсовой проект#Экзамен,ВМС##Зачет,МВС##Экзамен,УиОКС##Экзамен,РПдля ОС##Зачет,РП на языке Java##Экзамен,ППВГ#Курсовая работа#Зачет,ТП##Экзамен,Осн.РЭ##Зачет;МВС#Курсовой проект#Экзамен,ПМдляМЭС##Экзамен,БвКС##Экзамен,ПОМС#Курсовая работа#Экзамен,РП на языке Java##Зачет,ДПиАОМС##Экзамен,РW-П для МС##Зачет,Техн. практика, рук-во##Экзамен,Отв. за техн. практику##;
ФКТ;Заочное;ИТиУТС;Информационные технологии и управление в технических системах;Из ВГКС;3-й курс;482473;ТАУ#Курсовая работа#Экзамен,ТРПОСУ##Экзамен,УСПЭЭдляПЭвСУ##Зачет,МвСУ##Экзамен,ТМ##Зачет,ЭиУ СУ##Экзамен,КТПСАУ##Зачет;ЛСА##Экзамен,МвПСС##Экзамен,СТП##Экзамен,ТиОАПК##Зачет,Техн. практика, рук-во##Экзамен,Отв. за техн. практику##,ИиДОиСУ##Зачет,МвСУ##Экзамен,ИОСУ##Зачет,ТМ#Курсовой проект#Экзамен;
ФКТ;Заочное;ЭиОП;Экономика и организация производства (по направлениям);;4-й курс;381671;ИГ##Зачет,ЭС##Зачет,Планирование на предпр.#Курсовая работа#Экзамен,Логистика##Экзамен,Осн.экол. и энергосбереж##Зачет,Ценообразование##Зачет,УП##Экзамен,ИП##Экзамен,УКиС##Зачет,ОиНТ##Экзамен;##,Председатель ГЭК##,Секретарь ГЭК##,Выпуск кафедре##,Декану, зам.декана (ГЭК)##,Специалист внешний##,Конс. по нормоконтролю##,Рецензент ГЭК##,Конс. КТЧ##,ГЭК##Экзамен,Руководство ДП##,Ответств. на каф за ПДП ##,Ответств. на каф за ДП##,Гос экз, консультации##,Гос экз, прием, проверка##Экзамен,2-я орг-экон пр. (ЭиОП)##Экзамен,Преддиплом. практика##Экзамен,Раб. комиссия##,Председатель ГАК##;
ФКТ;Заочное;ПЭ;Промышленная электроника;;4-й курс;381971,381972;ТЭДиРА#Курсовой проект#Экзамен,ОИБСА (стк)##Экзамен,НСАвтотехники##Зачет,ОЗИиУИС##Зачет,УиЭАТ##Экзамен,СУБД (итас)##Экзамен,ПЭУС (тоэ)##Экзамен;Председатель ГЭК##,Секретарь ГЭК##,Выпуск кафедре##,Декану, зам.декана (ГЭК)##,Специалист внешний##,Конс. по нормоконтролю##,Рецензент ГЭК##,ГЭК##Экзамен,Руководство ДП##,Ответств. на каф за ПДП ##,Ответств. на каф за ДП##,Гос экз, консультации##,Гос экз, прием, проверка##Экзамен,Конс. по экономике##,Преддиплом. практика##Экзамен,Раб. комиссия##,Председатель ГАК##;
ФКТ;Заочное;ТОБ;Техническое обеспечение безопасности;;4-й курс;382571,382572;КиОСТСсВСОУиО##Экзамен,КПСБ#Курсовой проект#Экзамен,ПТСиПЦУвСБ#Курсовой проект#Экзамен,НТСиСОБ##Экзамен,ТССОБ##Экзамен,Осн.экол. и энергосбереж##Зачет;Председатель ГЭК##,Секретарь ГЭК##,Выпуск кафедре##,Декану, зам.декана (ГЭК)##,Специалист внешний##,Конс. по нормоконтролю##,Рецензент ГЭК##,ГЭК##Экзамен,Руководство ДП##,Ответств. на каф за ПДП ##,Ответств. на каф за ДП##,Гос экз, консультации##,Гос экз, прием, проверка##Экзамен,Конс. по экономике##,Преддиплом. практика##Экзамен,Раб. комиссия##,Председатель ГАК##;
ФКТ;Заочное;ЭСБ;Электронные системы безопасности;;4-й курс;383371,383372;НТС##Экзамен,ПЭСБ#Курсовой проект#Экзамен,ИМиНЭСБ##Экзамен,КСвЭСБ##Зачет,Осн.экол. и энергосбереж##Зачет,ПЦУСБ (эвс)#Курсовой проект#Экзамен;Председатель ГЭК##,Секретарь ГЭК##,Выпуск кафедре##,Декану, зам.декана (ГЭК)##,Специалист внешний##,Конс. по нормоконтролю##,Рецензент ГЭК##,ГЭК##Экзамен,Руководство ДП##,Ответств. на каф за ПДП ##,Ответств. на каф за ДП##,Гос экз, консультации##,Гос экз, прием, проверка##Экзамен,Конс. по экономике##,Преддиплом. практика##Экзамен,Раб. комиссия##,Председатель ГАК##;
ФКТ;Заочное;ПОИТ;Программное обеспечение информационных технологий;;4-й курс;381071,381072,381073;САиММ##Экзамен,ПОВС (ВМиП)##Экзамен,Осн. ЕRP-систем##Зачет,ПОЦП (ВМиП)##Зачет,ПиРИС##Зачет,АКГ##Экзамен,ЦОС##Экзамен;Председатель ГЭК##,Секретарь ГЭК##,Выпуск кафедре##,Декану, зам.декана (ГЭК)##,Специалист внешний##,Конс. по нормоконтролю##,Рецензент ГЭК##,ГЭК##Экзамен,Руководство ДП##,Ответств. на каф за ПДП ##,Ответств. на каф за ДП##,Конс. по экономике##,Преддиплом. практика##Экзамен,Раб. комиссия##;
ФКТ;Заочное;ИСиТ;Информационные системы и технологии (по направлениям);;4-й курс;382371,382372;РИС##Экзамен,Маркетинг##Зачет,ВДиШП##Экзамен,ИОвЭ##Экзамен,Планирование на предпр.##Зачет,ИИСЭ##Зачет,МРЦБ##Экзамен;Председатель ГЭК##,Секретарь ГЭК##,Выпуск кафедре##,Декану, зам.декана (ГЭК)##,Специалист внешний##,Конс. по нормоконтролю##,Рецензент ГЭК##,ГЭК##Экзамен,Руководство ДП##,Ответств. на каф за ПДП ##,Ответств. на каф за ДП##,Конс. по экономике##,Преддиплом. практика##Экзамен,Раб. комиссия##;
